Tarih(yil_ay);Saat;YukTahminPlan(MWh);PTF(TL/MWh);SMF(TL/MWh);KGUP(MWh);YAL0(MWh);YAL1(MWh);YAT0(MWh);YAT1(MWh);YAL TeslimEdilemeyenMiktar(MWh);YAT TeslimEdilemeyenMiktar(MWh);PFK Fiyat;SFK Fiyat;Column1
201905;4;26200;19874;19874;2596386;0;1664000;1454467;306000;24200;313162;55700;51300;
201905;5;26300;3500;0;2511538;0;2017000;2274718;286450;65170;260840;55700;51300;
201905;6;26100;499;0;2497941;0;1737000;3105500;306000;33630;315209;55700;51300;
201905;7;27400;6643;0;2550781;0;2146000;2616366;306000;96250;291005;28000;29700;
201905;8;30900;20000;15000;2859304;27500;3160000;3508667;264000;97530;271260;28000;29700;
201905;9;32500;20000;20000;3020088;0;3998617;3495000;404000;402670;479567;28000;29700;
201905;10;32700;23233;31720;3046429;0;4604933;4276333;322000;361490;1177859;28000;29700;
201905;11;33300;27995;33800;3118218;0;4936000;5088334;0;227283;1169717;28000;37000;
201905;12;31500;17300;17300;3023705;23550;4842000;5864333;98000;183210;1110420;28000;37000;
201905;13;30700;19999;24900;3045179;0;5182000;5774567;164667;221760;1484886;28000;37000;
201905;14;32800;27994;28000;3105202;0;5129000;5685134;141000;188380;1218796;28000;37000;
201905;15;32800;24999;25000;3105312;0;5166000;5566000;252000;182769;1224489;28000;37000;
201905;16;33300;24703;26000;3112467;0;5293000;5642500;252000;157040;1225279;44961;19400;
201905;17;33200;25000;31800;3139654;0;4911500;5224000;234000;137531;1236600;44961;19400;
201905;18;33000;25001;29980;3136150;0;4300000;4955500;196667;65640;1286530;44961;19400;
201905;19;33500;29000;32990;3170640;0;3364000;3833000;94000;29770;1289492;44961;19400;
201905;20;34800;28999;36490;3152928;0;3232500;3607000;26350;45091;1340410;44961;19400;
201905;21;34100;29000;38400;3148654;0;3349000;3142051;94000;112366;1315903;44961;19400;
201905;22;33100;28485;37400;3093408;0;3121667;3076483;94000;51077;1337301;44961;19400;
201905;23;31700;19999;26999;2988571;0;2580000;3093000;158900;28890;1258237;44961;19400;
201905;0;30600;24242;28230;2831377;182000;2456000;1628916;395000;33820;384291;39989;39300;
201905;1;29400;20000;24000;2717049;71933;1992000;1295833;460000;6080;379763;39989;39300;
201905;2;29400;29001;35400;2644181;3687114;0;1069666;395000;1291848;242261;39989;39300;
201905;3;28800;25999;35400;2636819;4264251;0;0;1309000;1688887;136500;39989;39300;
201905;4;28200;19999;24000;2615592;2503450;147000;52400;1393333;582948;137087;45500;54300;
201905;5;26700;5999;20000;2495424;254049;2384967;1298733;660100;319490;197371;45500;54300;
201905;6;25600;2501;0;2438410;0;1743000;2239000;579000;64400;241012;45500;54300;
201905;7;26600;14999;100;2546927;0;2167750;2081917;614000;106260;225902;24961;34400;
201905;8;29900;26565;27065;2800819;0;4112000;3362316;493700;311950;347548;24961;34400;
201905;9;31700;23234;29000;2949242;0;4589000;3611100;597834;77790;181530;24961;34400;
201905;10;31900;24900;29890;2967129;0;5057000;3808667;837000;53921;108752;24961;34400;
201905;11;32500;28449;33500;3013373;0;5008000;3721500;790250;41391;92331;24961;34400;
201905;12;31500;19999;25000;2954482;0;5126733;4021300;488601;81022;90017;24961;34400;
201905;13;32000;20000;25000;2958438;0;5127000;4400700;131800;165546;197719;24961;34400;
201905;14;32700;28450;28500;3025172;104500;4982000;4573000;115000;183590;197723;24961;34400;
201905;15;32800;25001;25001;3008782;0;5226000;4562400;115000;490706;207835;24961;34400;
201905;16;33100;28449;28449;3056492;0;4629000;4385400;62333;621769;219837;33500;33400;
201905;17;33500;27400;27400;3102451;0;3578000;3590083;242467;64765;200519;33500;33400;
201905;18;33500;23999;23999;3101640;0;2964100;2862217;188400;28910;195022;33500;33400;
201905;19;34000;28997;21497;3170883;0;2093000;2689417;194000;28310;126519;33500;33400;
201905;20;33700;29000;27000;3165707;0;2266000;2609000;180000;25350;173500;33800;24217;
201905;21;34400;29596;29596;3169123;0;2078000;2004666;194000;73760;122368;33800;24217;
201905;22;33500;28449;34500;3106929;0;2485483;1726950;194000;50180;132557;33800;24217;
201905;23;32000;19999;27499;3013232;0;2473000;1707534;194000;83960;196621;33800;24217;
201905;0;31200;19874;28800;2838308;38500;2602000;1657500;180000;119220;226600;37500;27511;
201905;1;29900;17299;28800;2735699;0;2658000;1343583;455300;169480;334461;37500;27511;
201905;2;29600;19999;25000;2705808;8333;1667516;1344333;180000;29930;230900;37500;27511;
201905;3;29100;15000;26000;2667978;0;1669000;899667;180000;20000;225100;37500;27511;
201905;4;28400;10000;19680;2593298;0;1347666;779000;215750;20000;225900;46300;53300;
201905;5;26700;101;0;2536110;0;498133;1476100;199033;11450;221780;46300;53300;
201905;6;25500;0;0;2553726;0;0;1452000;629000;0;81536;46300;53300;
201905;7;26800;101;0;2595786;0;327000;1527000;626200;23000;54000;34500;50000;
201905;8;30300;17299;24880;2852476;62500;3545566;2303667;410000;701560;116746;34500;50000;
201905;9;32300;15000;25000;3032582;0;3898000;2811866;593067;199760;164602;34500;50000;
201905;10;33000;15001;22000;3070294;0;3864000;3177500;873000;28532;472326;34500;50000;
201905;11;33600;24701;29700;3132111;0;3838000;2606000;887000;52078;471056;36400;41400;
201905;12;31200;1494;26000;2980593;0;3971467;2877500;672600;68760;466102;36400;41400;
201905;13;31200;506;1500;2958295;0;3535000;3495000;478367;44530;486057;36400;41400;
201905;14;33500;18992;31700;3077708;0;3776000;2386333;743833;54810;504066;36400;41400;
201905;15;33700;19999;34000;3105717;0;3594000;2107000;759000;54520;500578;36400;41400;
201905;16;33900;23232;34000;3135930;0;3582000;2471483;430000;76308;477575;35700;28400;
201905;17;34000;24000;33000;3171054;0;2903783;2484000;267133;31283;461073;35700;28400;
201905;18;33800;23233;34000;3165482;0;2702500;1942434;0;153254;299830;35700;28400;
201905;19;34500;30000;39200;3192628;2243416;676000;0;1110000;249073;45100;35700;28400;
201905;20;34200;29999;38400;3194144;2288450;343000;0;1274084;250470;122800;38700;23218;
201905;21;35000;30000;38400;3155902;2535500;36000;0;1182250;201420;157300;38700;23218;
201905;22;34000;29999;37400;3099267;2552000;0;0;1244767;183700;48230;38700;23218;
201905;23;33900;20000;36400;2989702;3040717;0;0;1138000;493579;44900;38700;23218;
201905;0;30000;20000;24880;2898187;2567500;0;147100;1022500;647784;47150;44800;24777;
201905;1;28500;19900;25000;2792140;2800334;0;10000;1050000;690060;52100;44800;24777;
201905;2;27300;26000;35800;2703738;3263632;0;0;1050000;880288;46600;44800;24777;
201905;3;26600;24001;34500;2641778;4311567;0;0;1050000;1776220;46800;44800;24777;
201905;4;26400;26000;34500;2585203;2570916;0;60800;1060000;145832;47200;45800;49000;
201905;5;26100;10000;23000;2494168;1950233;0;207000;1278867;22421;50701;45800;49000;
201905;6;25400;511;0;2441033;295833;0;1049633;510817;14000;77992;45800;49000;
201905;7;26000;2000;0;2457302;1098883;172000;209165;1598818;288833;49665;24961;44400;
201905;8;28700;20000;20000;2675720;55300;2447500;2212252;379000;245000;395591;24961;44400;
201905;9;30500;20000;25000;2868106;0;3056166;2649666;408916;170855;427248;24961;44400;
201905;10;31100;27718;33000;2901073;0;3670167;2938467;310000;114188;413644;24961;44400;
201905;11;31600;30156;37300;2993402;0;3887267;2663000;525000;212329;423405;24961;41400;
201905;12;30600;19999;34000;2901369;0;4556000;3244000;391000;158530;395425;24961;41400;
201905;13;30900;19999;33000;2934725;0;4513367;3450000;593000;105450;395676;24961;41400;
201905;14;31200;20001;34000;2928816;0;4191134;2731000;524100;149890;396294;24961;41400;
201905;15;30800;22001;34000;2934057;0;3919933;2607000;483000;143244;335739;24961;41400;
201905;16;30800;25000;34000;2930461;0;3578000;2804000;184133;116153;397008;26961;41400;
201905;17;31100;25001;33990;2933191;0;2555783;2007583;166000;37080;176050;26961;41400;
201905;18;31500;30127;37400;2982510;0;2190000;919000;30433;57900;0;26961;41400;
201905;19;32100;30548;38400;3052330;2330367;528000;0;972067;204063;997;26961;41400;
201905;20;33900;30546;34500;3089728;1403051;0;0;985900;115479;471;26961;41400;
201905;21;33100;30426;37400;3056223;2385000;0;33333;988667;178508;1086;26961;41400;
201905;22;32100;30106;37500;2995981;2316000;0;30834;993967;228770;80000;26961;41400;
201905;23;30600;19999;34500;2868516;1760667;0;0;1108833;142450;36220;26961;41400;
201905;0;28400;30000;30000;2725747;2445750;0;13500;1108483;1041830;45658;42500;37900;
201905;1;26700;23234;24500;2611180;2665266;0;0;1039000;1092816;2;42500;37900;
201905;2;25800;30010;34500;2557292;2849350;0;0;1039000;1032327;0;42500;37900;
201905;3;25100;29237;29300;2499497;3211334;0;67500;1039000;1042260;0;42500;37900;
201905;4;24800;10000;25000;2442177;3112483;0;0;985000;1179655;0;42500;40000;
201905;5;24400;999;0;2345688;354233;0;480833;1034000;11363;8752;42500;40000;
201905;6;23300;100;0;2339848;0;35833;2051450;151000;6000;3450;42500;40000;
201905;7;23200;50;0;2347222;0;320832;2965300;164333;6000;42800;48300;94300;
201905;8;23700;101;0;2365552;0;264167;3105750;515333;8000;245911;48300;94300;
201905;9;24700;100;0;2500321;0;0;4275932;230667;0;513734;48300;94300;
201905;10;25800;101;0;2518697;0;0;3363483;259000;0;446684;48300;94300;
201905;11;26500;500;0;2510245;0;1786000;2257667;603000;788070;418726;37961;70000;
201905;12;26400;333;0;2503424;0;1779000;2715000;255000;81260;367551;37961;70000;
201905;13;26900;500;0;2521645;0;1779000;2623000;255000;30810;167613;37961;70000;
201905;14;27200;799;0;2521682;0;1779000;2567000;255000;36000;173576;37961;70000;
201905;15;27500;800;0;2548208;0;1798000;2287467;255000;46251;171094;37961;70000;
201905;16;27700;1001;0;2565350;0;1841000;2065616;230967;38920;235894;34800;41400;
201905;17;28200;5000;5000;2629285;37867;1156601;466000;976000;42130;169456;34800;41400;
201905;18;29000;25001;100;2744078;594468;0;290283;917200;72900;94422;34800;41400;
201905;19;30400;30161;18000;2831672;1317000;0;0;923366;507550;6843;34800;41400;
201905;20;32000;30162;18000;2905666;790000;0;0;1103550;31936;11221;44961;41400;
201905;21;31400;30161;7600;2923791;562333;0;112500;929000;31892;6000;44961;41400;
201905;22;30500;30059;0;2843327;16100;0;0;1024000;0;30001;44961;41400;
201905;23;29400;17300;0;2782905;0;0;0;1048600;0;2402;44961;41400;
201905;0;28100;19874;11874;2675739;1599732;0;0;1029867;927139;260;39900;28500;
201905;1;26900;17299;24880;2570231;5083334;0;46500;1133300;3471685;2517;39900;28500;
201905;2;26900;19917;25000;2532259;3884500;0;0;979000;2475004;0;39900;28500;
201905;3;26600;19917;19917;2510813;2489849;0;75250;909083;1279199;0;39900;28500;
201905;4;25700;8501;0;2428667;568249;0;43200;905000;60107;30484;39900;42000;
201905;5;24100;200;0;2371494;0;0;971500;905000;0;257864;39900;42000;
201905;6;23500;100;0;2360244;0;0;2710600;156000;0;334136;39900;42000;
201905;7;24800;200;0;2414762;0;212000;1706767;171000;63000;195926;31961;27900;
201905;8;29400;28450;30300;2739948;463167;3115000;361466;1020050;1347720;133479;31961;27900;
201905;9;31300;28999;30990;2917246;0;4376000;1828681;300000;1268565;191908;31961;27900;
201905;10;31800;29000;30990;2945746;0;4425000;2653000;171167;610705;201518;31961;27900;
201905;11;32200;30077;30300;2988492;0;4450000;3134100;140000;463821;246551;31961;22355;
201905;12;30900;17299;22000;2911305;0;4671000;3925167;30000;528008;411402;31961;22355;
201905;13;31500;19999;22000;2948420;0;4473000;4097067;177333;446638;417518;31961;22355;
201905;14;32500;25000;25000;3024855;0;4649299;4387750;293667;495142;697012;31961;22355;
201905;15;32600;24445;24445;3080799;0;4834000;4544750;338000;489240;671110;31961;22355;
201905;16;33200;28449;28449;3128999;0;4777333;4487417;50000;461960;422701;29961;21700;
201905;17;33500;30013;30013;3143398;0;4306000;4068000;32500;438630;471628;29961;21700;
201905;18;33600;30142;30142;3192336;0;3828033;3908500;22000;315950;434022;29961;21700;
201905;19;33900;30326;30326;3250966;0;3520667;3292818;22000;241510;306857;29961;21700;
201905;20;33400;29000;22200;3236166;66667;2637600;3305600;22000;309670;562998;31961;19800;
201905;21;34100;30030;36800;3213086;0;3020000;4000;1632367;91840;58950;31961;19800;
201905;22;33200;28801;36301;3154283;72151;2951999;204101;1376716;184947;101588;31961;19800;
201905;23;32100;23498;26990;3032011;0;4119333;1395266;1692000;202360;107262;31961;19800;
201905;0;31200;24101;24101;2897836;0;4136000;3699334;161767;253228;450584;34961;19747;
201905;1;30000;17300;17300;2779279;0;3543200;3736000;124000;194460;551538;34961;19747;
201905;2;29800;28999;13580;2731242;0;1321901;1912184;22000;228051;447828;34961;19747;
201905;3;29300;25500;11940;2684423;80500;516083;1102000;37000;97372;234040;34961;19747;
201905;4;28600;28999;20999;2624843;0;1068017;1127600;82000;166456;153100;42500;29200;
201905;5;27100;2999;0;2494459;128250;377783;798750;368783;59382;107166;42500;29200;
201905;6;26200;101;0;2501219;347833;0;0;1336334;85893;10811;42500;29200;
201905;7;27000;3000;0;2594136;1568465;55000;0;1425000;533747;60;41300;18989;
201905;8;30300;20000;29500;2823969;534733;3492768;261199;1316184;851045;23946;41300;18989;
201905;9;31900;18701;29500;3007307;0;9837000;3838299;228100;5242220;493776;41300;18989;
201905;10;32200;28949;29600;3078699;0;9862000;4496000;172000;5185320;587687;41300;18989;
201905;11;33000;30000;30000;3103396;0;9491000;4423833;172000;4683690;612995;41100;18989;
201905;12;31800;15000;23990;2984153;0;9127800;5279733;22000;4234300;604062;41100;18989;
201905;13;32400;17300;26000;3018598;0;9220000;5200333;60817;4180823;558158;41100;18989;
201905;14;33100;29000;34500;3081848;0;9301100;4352334;62167;4217002;507130;41100;18989;
201905;15;33000;28950;34000;3115253;0;9320000;4261500;123000;4239443;682945;41100;18989;
201905;16;33200;28950;36680;3159713;0;9473000;4699267;0;4714762;685222;44500;14947;
201905;17;33500;30139;36680;3173972;0;9226500;4447500;0;4788043;544292;44500;14947;
201905;18;33900;30283;36800;3211084;5250;8623867;3522666;0;4761786;500460;44500;14947;
201905;19;34600;30314;36800;3253555;0;7787000;2252000;520000;4773853;500687;44500;14947;
201905;20;34600;30290;30290;3234518;0;6167583;2407783;540000;3576870;477393;46500;14947;
201905;21;35100;30466;36800;3244909;0;3225000;780883;1137000;558286;74642;46500;14947;
201905;22;34400;30050;38400;3146284;0;3158000;785383;1093500;322751;101006;46500;14947;
201905;23;33100;24999;36800;3052680;0;3479883;1640000;510000;353953;168355;46500;14947;
201905;0;30900;28799;28799;2951330;237667;2842650;1824833;810000;436982;350630;39800;22000;
201905;1;29700;25200;15100;2833427;0;1823000;1533600;586000;216935;207439;39800;22000;
201905;2;29500;28800;17100;2768222;45834;1201000;1072000;549000;217500;192539;39800;22000;
201905;3;29100;25201;25300;2720076;3720300;0;0;1583000;2017300;133549;39800;22000;
201905;4;28400;20001;15000;2660853;1938666;0;0;1655784;420660;36010;37500;39000;
201905;5;26700;5900;15000;2532301;2018667;0;0;1722233;199077;18870;37500;39000;
201905;6;25500;400;0;2483268;0;1295000;1511734;274400;287040;14761;37500;39000;
201905;7;26700;5900;22000;2581399;2123584;849732;1270667;312067;633716;14681;36300;17937;
201905;8;30300;29999;29999;2857530;20833;3775750;3334933;208000;489373;505684;36300;17937;
201905;9;32300;22000;22000;3057314;0;4544000;3911500;297400;222079;176278;36300;17937;
201905;10;32800;28799;17100;3088878;0;4376000;4417101;211717;165533;258697;36300;17937;
201905;11;33500;30040;30040;3128504;0;5383833;4174000;481667;665782;198693;36100;17937;
201905;12;32200;16999;22490;3051521;0;6097000;4775483;253000;769494;219839;36100;17937;
201905;13;32500;20000;20000;3106394;0;5788534;5000000;359900;337822;294840;36100;17937;
201905;14;33400;29999;29999;3144834;0;5370000;4766000;340000;284761;266470;36100;17937;
201905;15;33400;29800;34900;3151561;0;5480000;4589000;340000;277128;240987;36100;17937;
201905;16;33700;30197;30197;3210124;0;5257750;5182000;57850;273420;526116;28961;13700;
201905;17;34000;30573;30573;3226374;0;4855000;4783017;0;218700;505977;28961;13700;
201905;18;34000;30699;31199;3273357;0;4658000;4337000;0;321070;450875;28961;13700;
201905;19;34600;30815;30815;3295599;0;4079000;3788449;0;255419;353976;28961;13700;
201905;20;34400;30807;30807;3316483;0;3374000;2517500;499500;162598;26070;30961;15767;
201905;21;35000;30817;36800;3288720;0;3351500;1526000;1014000;248070;84338;30961;15767;
201905;22;34000;30487;39400;3210086;28000;3796267;1436000;1270500;112210;110957;30961;15767;
201905;23;32800;30039;39400;3098231;0;4005000;1046000;1306500;457050;63690;30961;15767;
201905;0;31400;25000;35500;2976566;0;3608000;849000;1532000;204048;0;44500;17300;
201905;1;30200;17300;35500;2818831;66666;2910800;854000;1576000;47600;0;44500;17300;
201905;2;29800;25000;33300;2763725;118250;2678333;373134;1658500;63353;4274;44500;17300;
201905;3;29100;27901;30990;2659990;3406951;0;0;1670000;868208;0;44500;17300;
201905;4;28500;24999;24999;2606333;2684000;0;0;1778350;889497;30;44500;36900;
201905;5;27000;4701;0;2490750;1951650;0;0;1859000;344383;70;44500;36900;
201905;6;26200;300;0;2504140;0;479000;1402333;950000;42064;94835;44500;36900;
201905;7;27200;15428;5000;2608795;1924466;380000;440167;1847000;437372;55479;44500;31300;
201905;8;30700;30255;31755;2878300;0;5978000;3791417;0;1660189;167451;44500;31300;
201905;9;32200;30059;36680;3055024;0;6736000;4446000;40000;1419422;125242;44500;31300;
201905;10;32500;30272;36000;3101468;0;6833334;4613167;321916;1288440;172619;44500;31300;
201905;11;32900;30191;34998;3135138;0;6959000;4953667;472000;1197140;324197;34889;27498;
201905;12;31600;20821;37000;3057591;0;7270000;4753500;376633;1244731;269626;34889;27498;
201905;13;32200;24999;39300;3104701;0;7189000;4795983;471383;1110080;295661;34889;27498;
201905;14;33400;30282;39500;3095522;0;6988000;3586217;353000;1098770;158489;34889;27498;
201905;15;33500;29501;39700;3144360;3632450;3810000;626950;1940000;1897330;32057;34889;27498;
201905;16;34100;28800;39400;3220146;0;6483000;1922783;1567000;1265328;134978;28961;22489;
201905;17;34200;30130;39500;3199025;0;6249967;1370867;1736734;1278950;159484;28961;22489;
201905;18;34700;30209;39500;3208550;0;6233000;1304900;1655000;1308230;93566;28961;22489;
201905;19;35300;30750;39400;3260284;0;5020482;1163500;1516933;663060;48198;28961;22489;
201905;20;34700;30708;39400;3256439;3463284;1445650;118332;2220000;967013;10716;30961;13700;
201905;21;35000;30900;39400;3255681;6120049;486000;0;2255333;2724497;21410;30961;13700;
201905;22;34800;30611;39500;3177092;5762000;0;45000;2139350;1549592;25440;30961;13700;
201905;23;33600;30158;39500;3076455;5542784;0;21000;1952667;1401295;14120;30961;13700;
201905;0;32000;28799;34880;2931401;3146967;0;0;1677600;270750;18170;44500;20000;
201905;1;30900;19701;32300;2824495;3181000;0;0;1708000;159510;2550;44500;20000;
201905;2;30400;28799;33800;2728728;3449217;0;0;1758000;198559;50;44500;20000;
201905;3;29500;30000;31490;2639069;3519800;0;0;1736000;278644;30;44500;20000;
201905;4;28700;20945;27400;2583259;2982667;0;0;1682300;206767;620;60000;53400;
201905;5;27200;9864;25000;2453107;3395000;0;0;1677000;292980;70;60000;53400;
201905;6;26400;506;12500;2449224;0;1971366;939000;810000;92030;59060;60000;53400;
201905;7;27800;17988;18988;2535559;2469917;131000;0;1677000;689317;70;44500;32000;
201905;8;31000;30127;39300;2749196;27167;4680000;207166;1862334;680419;93610;44500;32000;
201905;9;32700;28901;39400;2953162;0;5671000;2674101;655000;516526;164728;44500;32000;
201905;10;33000;29999;39400;3000284;0;5460000;3152000;570000;373350;317373;44500;32000;
201905;11;33400;30000;39300;3138746;0;5315000;3273967;1356733;426447;500233;52500;38488;
201905;12;32000;19999;37400;3051591;0;5445799;3745267;601000;439240;382361;52500;38488;
201905;13;32500;17300;17300;3038474;0;3848699;3388417;750000;244930;505617;52500;38488;
201905;14;33900;30108;39300;3176779;0;4971500;2997000;802000;322120;281860;52500;38488;
201905;15;34200;30015;39300;3222259;0;5198000;2879533;986000;641167;167170;52500;38488;
201905;16;34900;30080;37880;3257270;0;5274000;3823633;803000;640960;642193;28961;24000;
201905;17;35100;30333;37880;3278043;0;5331000;4289000;689250;593760;827422;28961;24000;
201905;18;35400;30476;30476;3286191;0;5480000;4892067;670000;549480;843453;28961;24000;
201905;19;35900;30752;22900;3303497;0;4627601;4446316;670000;428267;741768;28961;24000;
201905;20;35400;30958;14000;3301869;0;3090683;2152500;2084000;250590;530892;30961;15789;
201905;21;36000;31037;31037;3298662;3008117;663000;153901;3052250;332238;268459;30961;15789;
201905;22;35200;30773;17100;3226779;2456500;8000;18000;2861000;296153;268141;30961;15789;
201905;23;34000;30166;30166;3108474;2320000;0;10500;2217000;283607;266221;30961;15789;
201905;0;31700;30125;31615;3003591;2956633;0;46667;2133333;249628;226200;43800;22000;
201905;1;30400;28889;30990;2891825;2839500;0;240667;1775767;321940;231776;43800;22000;
201905;2;30200;27000;30990;2801460;2455367;0;0;1676850;336883;172500;43800;22000;
201905;3;29400;19999;7000;2732955;244548;804750;0;1544200;62113;171000;43800;22000;
201905;4;28500;17299;24780;2638356;2594666;333200;73700;1556033;811804;188100;43200;57300;
201905;5;26900;999;0;2550594;0;1906000;1687634;1094183;226000;337074;43200;57300;
201905;6;25500;101;0;2549368;0;1981000;2049000;1322250;247000;460566;43200;57300;
201905;7;25900;441;0;2547044;0;2402133;2129000;1202667;313100;515688;47500;37900;
201905;8;28500;20000;25000;2748783;0;4158800;3168900;487000;602030;497017;47500;37900;
201905;9;30700;17300;25000;2957090;0;3979183;2905000;446000;311207;32000;47500;37900;
201905;10;31600;21002;13001;3023646;0;3824000;3437867;300000;275800;61700;47500;37900;
201905;11;32300;30290;20001;3085925;0;4192000;3988000;300000;304130;125330;51800;37489;
201905;12;31700;25000;15001;3057608;0;4274000;3964916;580000;344190;272383;51800;37489;
201905;13;32100;25000;15900;3072483;0;4322667;3864000;805000;304551;244254;51800;37489;
201905;14;32300;24001;17100;3073676;0;4313000;3604500;750000;252040;221815;51800;37489;
201905;15;32000;23234;17100;3078065;0;4311000;3554000;748000;245512;191153;51800;37489;
201905;16;32000;25201;25201;3090791;0;4686834;4022000;770000;323928;434832;38961;19400;
201905;17;32400;28501;18501;3094249;0;4086133;3699000;770000;257800;418947;38961;19400;
201905;18;33200;30736;20001;3154798;1118433;2211882;1894048;1747750;293421;331240;38961;19400;
201905;19;33800;31102;35800;3230872;3633634;698000;0;2959500;457381;223712;38961;19400;
201905;20;33400;31072;31572;3206952;1682819;1809000;1272867;1346500;316738;43157;38961;15589;
201905;21;33800;31103;31103;3192069;0;3183167;1959600;770000;231652;148251;38961;15589;
201905;22;32600;30667;30667;3116204;0;3044000;1694167;770000;248785;97751;38961;15589;
201905;23;31200;29700;34200;3003703;62000;3084300;1735217;770000;19666;93093;38961;15589;
201905;0;30000;20001;24750;2795403;186667;2393334;1278100;770000;68800;158869;39899;24900;
201905;1;28500;17000;24680;2706406;2315901;0;124034;1582000;140600;9116;39899;24900;
201905;2;28300;20973;24750;2594128;2465000;0;0;1339400;595150;70;39899;24900;
201905;3;27700;14701;24680;2555602;1853099;0;0;1213967;182000;50;39899;24900;
201905;4;26600;2263;100;2493123;2437600;0;0;1494834;1021200;2500;57300;70000;
201905;5;24800;101;0;2433892;884450;0;1625297;648000;369833;110088;57300;70000;
201905;6;23300;0;0;2447509;0;0;2232400;1310233;0;180767;57300;70000;
201905;7;22600;0;0;2451162;0;0;2215000;1524500;0;191147;59500;90000;
201905;8;22500;1;0;2447243;0;0;2281000;1257250;0;297119;59500;90000;
201905;9;23300;0;0;2586863;0;35233;3373033;717000;6000;408236;59500;90000;
201905;10;24300;100;0;2615565;0;973000;2628000;577500;82251;429500;59500;90000;
201905;11;25000;399;0;2618283;0;1708417;2510000;311000;319513;370100;57500;90000;
201905;12;25200;400;0;2600110;0;1733000;2510000;220000;229000;377610;57500;90000;
201905;13;25700;500;0;2610126;0;1723000;2158000;572000;26000;385000;57500;90000;
201905;14;26100;501;0;2629893;0;1649000;2158000;572000;11000;385131;57500;90000;
201905;15;26600;1000;0;2642022;0;1649000;2130333;572000;1000;385100;57500;90000;
201905;16;27100;2500;0;2679935;0;1649000;2173667;220000;0;437360;41960;41400;
201905;17;28000;15000;3001;2744843;39750;1151000;1595534;220000;0;305044;41960;41400;
201905;18;29800;17300;19500;2856856;1818667;0;0;1420000;355424;166500;41960;41400;
201905;19;31000;30023;30023;2930405;3490117;0;0;1290250;1545759;127200;41960;41400;
201905;20;31000;30086;30086;2983003;2305000;0;0;1211000;923830;117300;41960;38500;
201905;21;31600;30227;30227;2975051;2607000;0;76500;1211000;959850;117500;41960;38500;
201905;22;30800;22000;24750;2922812;2747000;0;0;1636000;1017617;162300;41960;38500;
201905;23;29800;16799;20000;2832966;2455000;0;0;1690000;608233;165500;41960;38500;
201905;0;28700;5899;0;2810510;1075500;0;207667;1304167;141359;6320;64989;44978;
201905;1;27600;16999;0;2701237;0;0;66750;1013000;0;;64989;44978;
201905;2;27200;24889;0;2652620;0;0;0;1013000;0;;64989;44978;
201905;3;26700;10000;0;2602441;0;0;0;1013000;0;;64989;44978;
201905;4;25700;500;0;2548979;0;0;121035;1013000;0;92956;57300;79900;
201905;5;24200;100;0;2513805;0;0;1231533;1168100;0;410109;57300;79900;
201905;6;23900;1;0;2511477;0;0;1427000;1681000;0;412039;57300;79900;
201905;7;25200;301;0;2592276;0;0;1166232;1289233;0;548052;34960;42000;
201905;8;29400;24999;33990;2850039;2553251;753216;128384;1693000;826094;90700;34960;42000;
201905;9;31400;24999;33990;3083209;1821883;3478000;316600;2349500;1979762;73857;34960;42000;
201905;10;31900;22000;10000;3178584;0;3594000;2269717;2023000;100925;361388;34960;42000;
201905;11;32200;22000;10690;3268517;0;3429000;2565150;2067567;100684;571078;34960;31000;
201905;12;31200;17300;7000;3226533;0;3096000;3063967;1402667;77280;419804;34960;31000;
201905;13;31700;18003;7500;3284451;0;3526334;3446500;1386000;166854;458623;34960;31000;
201905;14;32800;25200;12120;3352248;0;3807000;3376000;1364000;77786;571614;34960;31000;
201905;15;33000;21999;15010;3376669;0;3984001;3315000;1356000;131293;772871;34960;31000;
201905;16;33400;18004;10001;3399565;0;4336250;3444233;1356000;128268;425431;41960;22000;
201905;17;33800;23234;23234;3396407;0;4388000;2953000;1356000;169081;423275;41960;22000;
201905;18;34300;29700;29700;3382371;0;4245000;3118000;1356000;127135;487465;41960;22000;
201905;19;34800;30078;30078;3401245;0;4646000;3132667;1041000;705295;497256;41960;22000;
201905;20;34700;30000;30000;3368180;0;4750000;3063500;1037650;865247;369218;41960;15789;
201905;21;35100;31013;31013;3389281;0;4516000;2849500;920000;800954;369229;41960;15789;
201905;22;34200;30743;30743;3324442;0;4567000;2872000;930000;822819;257481;41960;15789;
201905;23;33000;29999;29999;3194011;0;4324167;2712000;930000;750326;294970;41960;15789;
201905;0;32000;16900;5910;3035567;0;1061317;1001413;770167;26573;346188;38500;24000;
201905;1;30700;28701;30990;2888082;2780516;0;13500;958000;1101376;30000;38500;24000;
201905;2;30300;30073;30073;2831170;2664583;0;0;1141067;1132866;30000;38500;24000;
201905;3;29700;30041;30041;2746653;2084051;0;0;1243000;615366;30000;38500;24000;
201905;4;29000;27001;27001;2683364;1740000;0;0;1278000;307806;30000;40989;49500;
201905;5;27500;6034;0;2553676;297333;0;0;1146650;20032;0;40989;49500;
201905;6;26700;400;0;2533827;0;0;0;1107000;0;483;40989;49500;
201905;7;27800;16000;16000;2647386;2305217;0;0;1107000;1042658;453;34960;37477;
201905;8;31200;30323;30323;3010126;441084;3570981;825216;1155333;1379185;12289;34960;37477;
