Tarih(yil_ay);Saat;YukTahminPlan(MWh);PTF(TL/MWh);SMF(TL/MWh);KGUP(MWh);YAL0(MWh);YAL1(MWh);YAT0(MWh);YAT1(MWh);YAL TeslimEdilemeyenMiktar(MWh);YAT TeslimEdilemeyenMiktar(MWh);PFK Fiyat;SFK Fiyat;Column1
201811;20;31100;31091;33991;2807007;1289849;0;0;0;501976;0;5899;8816;
201811;21;30400;30890;35890;2736578;2208000;0;0;0;715446;0;5899;8816;
201811;22;29600;30550;35550;2661771;2364000;0;83334;0;751033;0;5899;8816;
201811;23;28300;30408;35308;2555532;2091200;0;96983;0;620631;0;5899;8816;
201811;0;26900;30207;33007;2423098;2214749;0;99233;0;1139205;0;5499;7789;
201811;1;25600;30127;32927;2274849;1995167;0;0;0;934470;0;5499;7789;
201811;2;24700;30062;32200;2175820;2263000;0;0;0;1110827;0;5499;7789;
201811;3;24300;30061;32200;2118692;2204250;0;0;0;1143200;0;5499;7789;
201811;4;24200;17198;23198;2116341;1867033;0;0;0;538231;0;5499;11900;
201811;5;24600;23095;27095;2144083;1301433;0;0;0;455119;0;5499;11900;
201811;6;25800;27200;29403;2254102;3149982;0;0;0;2091760;0;5499;11900;
201811;7;27900;30165;32000;2475114;3078034;0;107500;0;1636419;11870;5499;8998;
201811;8;32300;30766;35766;2821912;2728834;0;135100;0;819838;500;5499;8998;
201811;9;34300;30859;37500;2967563;3412550;0;0;0;807509;0;5499;8998;
201811;10;34000;30766;37500;2964631;4146000;0;0;0;1490002;0;5499;8998;
201811;11;34200;30809;36809;3019540;3688551;0;68167;0;1442447;0;5799;6800;
201811;12;32700;30407;34907;2841434;1667817;0;0;0;577367;0;5799;6800;
201811;13;33100;30566;33566;2884537;1149235;0;0;0;363703;0;5799;6800;
201811;14;34000;30736;35736;2965321;1818184;0;0;0;416597;0;5799;6800;
201811;15;34100;30837;35837;2986065;1987766;0;0;0;544798;0;5799;6800;
201811;16;35200;31031;36100;3091022;2337101;0;0;0;683762;0;5799;6898;
201811;17;36400;31184;37084;3263413;2687500;0;0;0;729588;0;5799;6898;
201811;18;36800;31186;37180;3324713;3195218;0;123216;0;1072862;0;5799;6898;
201811;19;35900;30744;35800;3245792;2586583;0;147083;0;773654;0;5799;6898;
201811;20;35200;30369;34900;3185111;1772367;0;25000;0;623464;0;5799;6800;
201811;21;34200;30243;30700;3104828;869000;0;97500;0;349769;0;5799;6800;
201811;22;33300;29403;30990;3011428;1170500;0;83333;0;350349;0;5799;6800;
201811;23;31600;28098;29403;2874799;1376900;0;267667;0;371865;2124;5799;6800;
201811;0;30400;29942;30442;2715081;717817;0;0;0;207147;0;4761;7662;
201811;1;29000;29941;29941;2551285;1658702;0;0;0;993071;0;4761;7662;
201811;2;28000;28500;28500;2448998;913633;0;0;0;286670;0;4761;7662;
201811;3;27400;28814;28814;2383416;1286216;0;0;0;553366;0;4761;7662;
201811;4;27400;19350;19350;2392375;855100;0;0;0;543364;0;4761;9400;
201811;5;27700;27199;27199;2396855;1174000;0;0;0;678130;0;4761;9400;
201811;6;28800;28497;28803;2494768;1146000;0;0;0;651216;0;4761;9400;
201811;7;30300;27200;30200;2650101;2446766;0;0;0;1036194;0;5661;8771;
201811;8;33500;30357;32800;3001859;2171416;0;186684;0;610299;3120;5661;8771;
201811;9;34400;30494;33494;3141556;2379835;0;0;0;761489;0;5661;8771;
201811;10;34000;30223;32800;3134026;1504667;0;0;0;375116;0;5661;8771;
201811;11;33700;30142;31632;3098548;1456000;0;139167;0;403084;0;5661;6666;
201811;12;31900;29942;30962;2909172;1082367;0;0;0;359543;0;5661;6666;
201811;13;32600;30123;30123;2974693;;;;;;;5661;6666;
201811;14;33700;30253;30253;3066568;;;;;;;5661;6666;
201811;15;34000;30393;26393;3109788;0;0;27000;0;0;;5661;6666;
201811;16;35300;30379;30379;3231795;116667;0;0;0;;0;5661;6700;
201811;17;36800;30392;30392;3388404;249932;0;0;0;82035;0;5661;6700;
201811;18;37400;30217;31237;3434889;943000;0;0;0;541251;0;5661;6700;
201811;19;36600;30049;30049;3352345;688450;0;0;0;441322;0;5661;6700;
201811;20;35800;29941;29941;3266062;691000;0;0;0;407519;0;5661;6700;
201811;21;34900;30359;30359;3175726;;;;;;;5661;6700;
201811;22;33900;29541;30500;3065612;2527733;0;0;0;1557633;0;5661;6700;
201811;23;32500;28099;29600;2954422;2703067;0;126000;0;1909160;0;5661;6700;
201811;0;30300;29888;29888;2758909;2372167;0;124900;0;1608487;6550;4712;7300;
201811;1;29000;29888;31378;2605611;1381267;0;126950;0;410422;0;4712;7300;
201811;2;28000;28835;28835;2518378;716751;0;0;0;333719;0;4712;7300;
201811;3;27400;17115;17115;2482237;84749;0;0;0;63416;0;4712;7300;
201811;4;27400;24941;24941;2448407;395000;0;0;0;363040;0;4999;8700;
201811;5;27700;28834;28834;2471424;411000;0;0;0;375420;0;4999;8700;
201811;6;28800;30025;30025;2601486;1085632;0;0;0;812380;0;4999;8700;
201811;7;30300;29980;32480;2731920;1110000;0;0;0;423220;0;5798;7800;
201811;8;33500;30564;33064;3092180;1869682;0;261033;0;440773;0;5798;7800;
201811;9;34400;30785;33900;3213761;1953000;0;0;0;446728;0;5798;7800;
201811;10;34000;30599;33099;3269073;1208234;0;0;0;322173;0;5798;7800;
201811;11;33700;30435;33535;3242513;2049000;0;130167;0;476422;0;5612;6800;
201811;12;31900;30156;32876;3042117;1522651;0;0;0;392569;0;5612;6800;
201811;13;32600;30337;31827;3086310;1171434;0;12250;0;242431;0;5612;6800;
201811;14;33700;30501;31991;3182806;906000;0;0;0;212174;0;5612;6800;
201811;15;34000;30540;32030;3208968;995333;0;0;0;218388;0;5612;6800;
201811;16;35300;30698;32787;3300755;1170500;0;0;0;229332;0;5612;6800;
201811;17;36800;30688;32876;3443321;1147316;0;0;0;242124;0;5612;6800;
201811;18;37400;30625;33125;3496332;1395234;0;48000;0;292589;0;5612;6800;
201811;19;36600;30364;31854;3418856;1190000;0;16333;0;291654;0;5612;6800;
201811;20;35800;30454;31944;3334362;1019952;0;0;0;325690;0;5799;6800;
201811;21;34900;30258;31748;3231382;1419635;0;45833;0;480590;0;5799;6800;
201811;22;33900;30034;30034;3127363;1325500;0;160833;0;275546;391;5799;6800;
201811;23;32500;29979;29979;2974519;1142000;0;186500;0;197807;0;5799;6800;
201811;0;30300;29888;29888;2838651;995817;0;336666;0;421347;0;4704;6900;
201811;1;28800;29877;29877;2657249;430000;0;0;0;294749;0;4704;6900;
201811;2;28100;29971;29971;2554429;416000;0;0;0;245235;0;4704;6900;
201811;3;27300;26799;26799;2506720;400000;0;0;0;225632;0;4704;6900;
201811;4;27100;24000;24000;2494390;173333;0;270751;0;22970;92864;4704;8300;
201811;5;27500;26881;24688;2560058;0;0;180000;0;0;71290;4704;8300;
201811;6;28600;28999;28999;2636559;187418;0;76900;0;5867;39470;4704;8300;
201811;7;30300;30030;32530;2805395;801618;0;0;0;275940;0;5604;7629;
201811;8;34000;30781;31381;3162755;1144083;0;368583;0;308548;2000;5604;7629;
201811;9;35300;30924;33799;3295924;1186000;0;0;0;293595;0;5604;7629;
201811;10;35000;30781;33781;3278364;1587334;0;0;0;341007;0;5604;7629;
201811;11;34800;30780;32270;3301915;1493351;0;0;0;482119;0;5604;6479;
201811;12;32800;30363;31853;3098637;1306001;0;0;0;295807;0;5604;6479;
201811;13;33500;30516;32006;3166628;1255934;0;0;0;295967;0;5604;6479;
201811;14;34300;30744;33044;3252975;1525000;0;0;0;383168;0;5604;6479;
201811;15;34500;30780;33270;3274216;1183615;0;0;0;103756;0;5604;6479;
201811;16;35800;30940;33940;3315457;1412749;0;0;0;176074;0;5604;6451;
201811;17;37500;30999;33999;3494842;1304234;0;0;0;164733;0;5604;6451;
201811;18;37700;30923;33999;3527530;2099034;0;171334;0;486187;0;5604;6451;
201811;19;36900;30637;32137;3476435;1611465;0;135566;0;630404;1500;5604;6451;
201811;20;36000;30512;32812;3385359;1335916;0;0;0;428388;0;5604;6655;
201811;21;35200;30468;30468;3293264;1106000;0;115600;0;379541;0;5604;6655;
201811;22;34400;29980;29980;3181192;1161000;0;0;0;528770;0;5604;6655;
201811;23;32500;29488;29488;3014652;1690384;0;171084;0;799420;550;5604;6655;
201811;0;30500;29888;29888;2815922;864815;0;135117;0;272632;55300;4697;6400;
201811;1;29000;28999;28999;2617304;2612766;0;0;0;1656550;0;4697;6400;
201811;2;28200;29979;29979;2533816;782901;0;0;0;504850;0;4697;6400;
201811;3;27500;25499;25499;2493178;;;;;;;4697;6400;
201811;4;27500;12550;12550;2488018;;;;;;;4697;7300;
201811;5;27900;27979;27979;2519270;;;;;;;4697;7300;
201811;6;29100;28999;28999;2622810;143767;0;119717;0;10523;18097;4697;7300;
201811;7;30800;29980;30225;2754980;862933;0;0;0;261564;0;5597;7400;
201811;8;34600;30590;31490;3144663;956583;0;376951;0;107521;2088;5597;7400;
201811;9;36200;30883;33383;3373534;1466067;0;39300;0;376341;1930;5597;7400;
201811;10;36400;30832;34832;3384524;2288901;0;61967;0;469983;0;5597;7400;
201811;11;36400;30849;34949;3397393;2368618;0;12050;0;449857;1000;5597;6450;
201811;12;34200;30440;34500;3165675;2161199;0;0;0;357389;0;5597;6450;
201811;13;34600;30536;34536;3153062;2138799;0;0;0;402133;0;5597;6450;
201811;14;35900;30864;35764;3310714;2752551;0;0;0;699306;0;5597;6450;
201811;15;36000;30867;34867;3340731;2082249;0;0;0;498836;0;5597;6450;
201811;16;37000;31043;35100;3435984;2387933;0;0;0;671581;0;5597;6450;
201811;17;38600;31111;35200;3573665;2292083;0;0;0;635712;0;5597;6450;
201811;18;38600;31113;34113;3587684;1795700;0;53917;0;624511;3000;5597;6450;
201811;19;37600;30849;32367;3479315;1438000;0;32250;0;629563;0;5597;6450;
201811;20;36700;30709;32199;3404437;1480000;0;185000;0;612346;0;5597;6450;
201811;21;35700;30567;30567;3313971;1263484;0;107366;0;494787;1900;5597;6450;
201811;22;34800;30041;30041;3212767;338000;0;0;0;131000;0;5597;6450;
201811;23;33100;28489;28489;3058038;1825500;0;261517;0;1029457;0;5597;6450;
201811;0;30400;30083;30083;2843408;1434066;0;317750;0;589103;2000;4694;5998;
201811;1;28800;30000;30000;2642168;837500;0;0;0;419114;0;4694;5998;
201811;2;27900;29980;29980;2515755;;;;;;;4694;5998;
201811;3;27200;27196;27196;2472103;382633;0;0;0;136863;0;4694;5998;
201811;4;27000;21746;21746;2452253;825400;0;0;0;391485;0;4694;7900;
201811;5;27200;28913;28913;2462850;1031551;0;0;0;581673;0;4694;7900;
201811;6;27700;28698;28698;2526315;1180350;0;0;0;831272;0;4694;7900;
201811;7;28400;30034;30034;2622598;758117;0;317967;0;355056;32445;5594;7177;
201811;8;30800;30614;22218;2938299;545999;0;1674901;0;53333;367850;5594;7177;
201811;9;32000;30613;30613;3105270;120864;0;50967;0;42433;0;5594;7177;
201811;10;32500;30614;32614;3149833;2124731;0;0;0;848705;0;5594;7177;
201811;11;32300;30613;33113;3165564;2443000;0;0;0;962008;0;5594;6450;
201811;12;30800;30387;34387;3019040;2572166;0;0;0;958849;0;5594;6450;
201811;13;31200;30555;33055;3051515;2437000;0;0;0;818094;0;5594;6450;
201811;14;31600;30586;32580;3075501;2377000;0;0;0;938848;0;5594;6450;
201811;15;31700;30528;32018;3071301;1987717;0;0;0;799031;0;5594;6450;
201811;16;32300;30483;32000;3136132;1900101;0;0;0;748053;0;5594;6450;
201811;17;33900;30257;32557;3299018;2062700;0;87500;0;780095;0;5594;6450;
201811;18;35400;30613;32100;3416843;2385817;0;176100;0;1217508;0;5594;6450;
201811;19;34600;30339;32000;3328167;1852851;0;0;0;909106;0;5594;6450;
201811;20;33600;30279;30279;3248050;1417667;0;59166;0;712659;0;5594;6733;
201811;21;33000;30111;31601;3147808;1370000;0;10000;0;601568;0;5594;6733;
201811;22;32200;29888;29888;3051156;1959000;0;47917;0;909074;0;5594;6733;
201811;23;30800;28018;28018;2933932;1006899;0;483700;0;160968;64010;5594;6733;
201811;0;28700;30100;30100;2666214;1014116;0;326367;0;416507;120097;7399;7600;
201811;1;27000;30013;34013;2483757;1808200;0;7500;0;680476;0;7399;7600;
201811;2;26100;30008;30008;2385332;1140316;0;0;0;369233;0;7399;7600;
201811;3;25300;25500;25500;2317127;1025333;0;0;0;554698;0;7399;7600;
201811;4;24900;17822;19000;2292482;1428134;0;0;0;749303;0;6099;14400;
201811;5;24800;27345;29845;2269901;1855000;0;0;0;890520;0;6099;14400;
201811;6;25000;25500;29500;2278038;2201000;0;0;0;1039450;0;6099;14400;
201811;7;24500;16211;18700;2257654;1586267;0;0;0;793981;0;8199;26445;
201811;8;24500;13249;13249;2302615;382166;0;0;0;334100;0;8199;26445;
201811;9;25400;30008;30008;2403246;1501000;0;22133;0;1209545;0;8199;26445;
201811;10;26000;27309;22300;2511910;0;0;221050;0;0;39527;8199;26445;
201811;11;26300;27200;19518;2607257;0;0;834502;0;0;152980;8199;14800;
201811;12;26000;30001;17300;2608855;33000;0;1639033;0;600;399137;8199;14800;
201811;13;26300;30171;22218;2655547;0;0;868167;0;0;84180;8199;14800;
201811;14;26700;30199;27699;2699010;0;0;364149;0;0;37990;8199;14800;
201811;15;27300;30170;30170;2692327;;;;;;;8199;14800;
201811;16;28100;30499;22218;2783700;0;0;386250;0;0;15860;8199;8200;
201811;17;30400;30661;22218;2988814;144833;0;832135;0;0;147020;8199;8200;
201811;18;32700;30931;25931;3094909;0;0;319000;0;0;107851;8199;8200;
201811;19;32500;30857;25857;3094141;59500;0;226432;0;0;94500;8199;8200;
201811;20;32100;30695;25695;3056152;0;0;79167;0;0;;7999;8200;
201811;21;31400;30530;22218;2984762;0;0;226567;0;0;26143;7999;8200;
201811;22;30600;30088;22218;2902590;0;0;484000;0;0;103331;7999;8200;
201811;23;29200;28018;16840;2769669;0;0;736283;0;0;165520;7999;8200;
201811;0;27500;30136;16830;2580879;91666;0;865398;0;0;60519;5899;7676;
201811;1;26000;30047;30047;2421771;991350;0;480901;0;571833;49699;5899;7676;
201811;2;25200;25499;16820;2330232;0;0;841017;0;0;46400;5899;7676;
201811;3;24700;16146;15978;2273046;0;0;309500;0;0;5850;5899;7676;
201811;4;24500;5506;5506;2281630;158166;0;0;0;145666;0;5199;14247;
201811;5;25100;9999;9999;2307751;318000;0;0;0;230000;0;5199;14247;
201811;6;26400;25499;25499;2418006;;;;;;;5199;14247;
201811;7;28600;28699;28299;2615266;112500;0;290850;0;0;29816;6399;8989;
201811;8;32500;30333;32833;3075440;1868799;0;312067;0;747029;49135;6399;8989;
201811;9;34000;30587;33000;3309112;2132466;0;157333;0;907027;2000;6399;8989;
201811;10;33600;30623;33000;3356281;1279000;0;66667;0;405254;0;6399;8989;
201811;11;33800;30417;31000;3369427;541802;0;143017;0;160112;0;5798;6447;
201811;12;31900;30176;30176;3197421;;;;;;;5798;6447;
201811;13;32500;30375;27875;3235595;0;0;99450;0;0;1440;5798;6447;
201811;14;33400;30597;30597;3318827;20833;0;0;0;;0;5798;6447;
201811;15;33800;30790;30790;3342608;20833;0;0;0;;0;5798;6447;
201811;16;35100;31110;32600;3429705;392851;0;25000;0;52987;0;5798;6447;
201811;17;36800;31389;33880;3558300;907348;0;0;0;308636;0;5798;6447;
201811;18;37200;31391;35200;3550861;1655568;0;63717;0;541179;0;5798;6447;
201811;19;36300;31154;32644;3449873;815148;0;75316;0;346676;6800;5798;6447;
201811;20;35700;31140;26140;3372442;0;0;243500;0;0;96818;5798;6447;
201811;21;34600;30934;25934;3293646;41667;0;232000;0;0;55871;5798;6447;
201811;22;33700;30531;32021;3193154;717267;0;43268;0;250610;8230;5798;6447;
201811;23;32200;30266;32566;3036626;830500;0;41667;0;286081;0;5798;6447;
201811;0;30700;30124;30124;2830919;1851000;0;660501;0;839635;0;5657;7375;
201811;1;29300;30075;30075;2627194;1409217;0;353500;0;501330;0;5657;7375;
201811;2;28500;28889;28889;2552630;768983;0;0;0;337701;0;5657;7375;
201811;3;27700;27888;27888;2500918;462650;0;0;0;253990;0;5657;7375;
201811;4;27500;22588;22588;2458480;488300;0;0;0;255326;0;4957;6800;
201811;5;27900;28624;28624;2513827;33250;0;0;0;4100;0;4957;6800;
201811;6;29000;28624;28624;2604430;198300;0;0;0;119467;0;4957;6800;
201811;7;30700;30161;32650;2726847;1631816;0;0;0;566295;0;5657;7454;
201811;8;34400;30716;33616;3082116;1729917;0;157250;0;367513;0;5657;7454;
201811;9;35700;31009;33509;3240443;1664000;0;0;0;382860;0;5657;7454;
201811;10;35400;30976;33000;3257874;1471166;0;0;0;394682;0;5657;7454;
201811;11;35200;30925;32415;3306961;1506000;0;79400;0;578254;2470;5657;6880;
201811;12;33300;30502;31992;3119794;1076933;0;0;0;416706;0;5657;6880;
201811;13;33900;30701;31301;3182032;815666;0;0;0;328783;0;5657;6880;
201811;14;34700;30980;32470;3290700;906816;0;0;0;334651;0;5657;6880;
201811;15;34900;30980;32980;3282510;1287800;0;0;0;433968;0;5657;6880;
201811;16;36200;31081;32571;3368542;1130868;0;0;0;409348;0;5657;6900;
201811;17;37900;31230;33730;3494421;1616933;0;0;0;501272;0;5657;6900;
201811;18;38100;31194;33494;3484857;1636317;0;63950;0;598181;190;5657;6900;
201811;19;37300;30889;33000;3395963;1438001;0;69833;0;555234;71;5657;6900;
201811;20;36500;30727;32217;3323260;1126000;0;16667;0;420909;0;5657;6933;
201811;21;35600;30479;32929;3227540;1357750;0;48867;0;454358;0;5657;6933;
201811;22;34800;30016;32916;3140294;1530000;0;79167;0;344795;0;5657;6933;
201811;23;32900;28099;30990;3028888;1693000;0;197584;0;448616;3160;5657;6933;
201811;0;30900;29389;29389;2871408;1015033;0;462800;0;383804;0;5647;6800;
201811;1;29400;29388;29388;2667821;545800;0;0;0;342442;0;5647;6800;
201811;2;28600;29916;29916;2527925;659000;0;0;0;342947;0;5647;6800;
201811;3;27900;26499;26499;2493169;381116;0;0;0;257330;0;5647;6800;
201811;4;27900;20001;20001;2447754;188867;0;0;0;104605;0;4947;6700;
201811;5;28300;26500;28500;2478642;1318000;0;0;0;571639;0;4947;6700;
201811;6;29300;28498;30490;2560030;1859000;0;0;0;873402;0;4947;6700;
201811;7;31000;30111;32200;2813677;1731417;0;0;0;587807;0;5647;7449;
201811;8;34800;30717;30717;3212076;1212133;0;175999;0;386856;100;5647;7449;
201811;9;36400;30979;32979;3401436;1362000;0;0;0;376013;0;5647;7449;
201811;10;36600;30984;33000;3432888;1573949;0;0;0;385194;0;5647;7449;
201811;11;36600;30910;33000;3446673;1732417;0;116666;0;393012;0;5647;6822;
201811;12;34900;30466;32966;3264668;1453918;0;0;0;326279;0;5647;6822;
201811;13;35200;30625;33000;3306103;1286733;0;0;0;217536;0;5647;6822;
201811;14;36100;30967;33000;3393682;1243000;0;0;0;210672;0;5647;6822;
201811;15;36300;31002;33000;3404195;1257167;0;0;0;271783;0;5647;6822;
201811;16;37300;31166;33166;3494237;1274682;0;0;0;315222;0;5647;7100;
201811;17;38800;31446;33000;3632912;1117000;0;0;0;351949;0;5647;7100;
201811;18;38800;31372;33000;3612586;1200000;0;183133;0;363239;710;5647;7100;
201811;19;37800;30959;32449;3510406;1188317;0;137500;0;368263;0;5647;7100;
201811;20;37000;30824;32314;3410580;1426000;0;178500;0;489489;0;5647;7100;
201811;21;35900;30511;32600;3293931;1401000;0;41250;0;452256;0;5647;7100;
201811;22;35100;30195;30195;3195159;1393000;0;170833;0;512969;0;5647;7100;
201811;23;33400;28599;29000;3010562;1314049;0;110750;0;567471;0;5647;7100;
201811;0;31200;29232;29232;2813970;1165400;0;160167;0;630575;0;5634;6319;
201811;1;29700;28997;28997;2659298;589200;0;130750;0;316738;0;5634;6319;
201811;2;28600;29732;21000;2561374;0;0;774416;0;0;139843;5634;6319;
201811;3;28100;26497;19000;2517310;0;0;751000;0;0;130;5634;6319;
201811;4;28000;23501;20600;2478165;0;0;188000;0;0;;5634;6300;
201811;5;28200;28000;19618;2536002;0;0;721000;102666;0;35210;5634;6300;
201811;6;29500;28698;29200;2614315;2027534;0;7700;794100;760201;0;5634;6300;
201811;7;31200;30212;30212;2837528;669351;0;41333;0;108970;0;5634;7373;
201811;8;34800;30950;25950;3219053;662516;0;485535;0;335821;3470;5634;7373;
201811;9;36300;31288;31288;3404647;841000;0;0;0;515972;0;5634;7373;
201811;10;36300;31150;31150;3408028;869417;0;0;0;488509;0;5634;7373;
201811;11;36200;31087;31087;3427569;1247499;0;83334;0;528212;0;5634;7272;
201811;12;34600;30686;30686;3263148;1278384;0;0;0;551555;0;5634;7272;
201811;13;35200;30765;30765;3294970;1166367;0;0;0;552682;0;5634;7272;
201811;14;36200;30979;30979;3372918;1319000;0;0;0;606526;0;5634;7272;
201811;15;36500;30925;30925;3406138;1322667;0;0;0;636087;0;5634;7272;
201811;16;37400;30987;30987;3493595;348851;0;0;0;94267;0;5634;7200;
201811;17;38800;31115;22218;3642830;0;0;410717;0;0;50583;5634;7200;
201811;18;38700;30757;22600;3618611;240000;0;274733;0;240000;9022;5634;7200;
201811;19;37500;30330;20144;3498033;0;0;1175833;0;0;132153;5634;7200;
201811;20;36600;30179;19618;3411754;0;0;1112750;0;0;75400;5634;6900;
201811;21;35700;30106;20144;3330193;0;0;1022000;0;0;115900;5634;6900;
201811;22;34600;27908;21000;3211620;803220;0;588834;0;501244;47826;5634;6900;
201811;23;33200;24000;24500;3025211;844850;0;149499;0;273144;1260;5634;6900;
201811;0;31400;29970;29770;2865560;1117550;0;98250;355500;813260;38310;5629;9800;
201811;1;29700;27494;23494;2692790;1475167;0;78850;593000;1003199;38200;5629;9800;
201811;2;28700;27494;23000;2581189;1160116;0;30000;510000;877693;35980;5629;9800;
201811;3;28100;23450;16820;2539493;0;0;67366;618000;0;37451;5629;9800;
201811;4;27900;9999;5000;2550051;0;0;434350;517000;0;163551;5629;13400;
201811;5;28200;26042;16830;2535830;541482;0;0;801000;272412;37710;5629;13400;
201811;6;29400;27494;27494;2642958;1029484;0;41500;689333;278055;19710;5629;13400;
201811;7;31800;28699;28699;2822440;714551;0;90500;334000;76150;42302;5629;7272;
201811;8;35300;30364;30364;3234340;683684;0;529066;116250;95483;46023;5629;7272;
201811;9;37400;30633;30633;3442443;717350;0;0;0;297790;0;5629;7272;
201811;10;37700;30516;30516;3480387;707433;0;0;0;415450;0;5629;7272;
201811;11;37700;30650;30650;3495182;920000;0;0;0;469962;0;5629;6800;
201811;12;35300;30042;31532;3274592;1535650;0;54167;46666;503997;24000;5629;6800;
201811;13;35300;30061;31300;3258876;985968;0;0;200000;279328;7000;5629;6800;
201811;14;36700;30653;30653;3422739;1160000;0;0;200000;491127;6200;5629;6800;
201811;15;36700;30677;30677;3458485;715118;0;0;200000;497043;6200;5629;6800;
201811;16;37600;30742;29164;3541996;270497;0;250433;176666;80894;127842;5629;7400;
201811;17;38900;30675;24218;3672142;0;0;269000;100000;0;88443;5629;7400;
201811;18;38600;30434;23000;3619560;0;0;340500;68334;0;71103;5629;7400;
201811;19;37300;27302;22302;3521456;0;0;512583;0;0;54067;5629;7400;
201811;20;36400;30037;22218;3422349;0;0;557000;0;0;44898;5629;7235;
201811;21;35500;30131;25131;3342962;0;0;302417;0;0;65821;5629;7235;
201811;22;34600;27192;19818;3225609;0;0;327250;0;0;53015;5629;7235;
201811;23;33400;26493;26493;3112381;454884;0;133150;0;164067;0;5629;7235;
201811;0;31200;28538;28538;2886770;1550000;0;104500;0;734670;0;5626;9400;
201811;1;29700;27432;27432;2706776;1851000;0;134233;0;993374;0;5626;9400;
201811;2;28300;28538;28538;2595491;1224333;0;0;0;691232;0;5626;9400;
201811;3;27600;14811;14811;2524467;779000;0;0;0;625662;0;5626;9400;
201811;4;27400;5000;5000;2516023;1263000;0;0;0;639028;0;5626;9300;
201811;5;27500;25999;25999;2534582;1435000;0;0;0;851506;0;5626;9300;
201811;6;28200;28538;28538;2608890;1748933;0;0;0;1183451;0;5626;9300;
201811;7;29200;28599;26100;2681004;144168;0;463434;0;0;9187;5626;7600;
201811;8;31900;30340;23340;2990929;258250;0;848617;0;0;50875;5626;7600;
201811;9;34600;30364;30364;3177724;1015000;0;0;0;572074;0;5626;7600;
201811;10;35500;30443;30443;3227658;1069733;0;200000;0;578274;0;5626;7600;
201811;11;36000;30621;30621;3254636;1198000;0;0;0;725105;0;5626;6700;
201811;12;34800;30491;30491;3105126;1329000;0;0;0;712922;0;5626;6700;
201811;13;34800;30577;30577;3133191;1206383;0;0;0;723278;0;5626;6700;
201811;14;35000;30683;30683;3146608;1356000;0;37500;0;820486;0;5626;6700;
201811;15;34700;30643;30643;3144076;1616749;0;0;0;1150627;0;5626;6700;
201811;16;35100;30785;30785;3219836;137500;0;77467;0;0;12834;5626;6700;
201811;17;36500;31013;24318;3376558;32250;0;467515;0;3940;53133;5626;6700;
201811;18;37300;31173;29600;3446910;0;0;86500;0;0;;5626;6700;
201811;19;36300;30930;30930;3375936;11500;0;0;0;3000;0;5626;6700;
201811;20;35300;30801;30801;3269718;;;;;;;5626;6800;
201811;21;34400;30733;30733;3180549;;;;;;;5626;6800;
201811;22;33500;30471;30471;3106514;1198084;0;0;0;834378;0;5626;6800;
201811;23;32000;30253;30253;2961702;1718766;0;84167;0;1199517;0;5626;6800;
201811;0;29700;29589;29589;2696578;1652933;0;404167;0;900100;230;5629;7200;
201811;1;28100;29509;29509;2431417;1857867;0;47833;0;854200;0;5629;7200;
201811;2;26900;29908;29908;2333955;1613833;0;0;0;895648;0;5629;7200;
201811;3;25700;27445;27445;2253764;1637000;0;0;0;818815;0;5629;7200;
201811;4;25700;27345;27345;2231291;1562000;0;0;0;827069;0;5629;12400;
201811;5;25600;25500;25500;2208953;1452000;0;0;0;903665;0;5629;12400;
201811;6;26000;30007;30007;2241817;1910733;0;0;0;1323868;0;5629;12400;
201811;7;25500;23598;23598;2246456;1239666;0;0;0;902721;0;7876;19489;
201811;8;25500;23598;23598;2274556;1222016;0;28000;0;873493;2510;7876;19489;
201811;9;27000;25500;25500;2318777;1595034;0;0;0;1028833;0;7876;19489;
201811;10;27700;15881;15881;2407070;1172284;0;50000;0;889590;0;7876;19489;
201811;11;28400;29509;29509;2456905;1644000;0;91017;0;1111840;379;5629;12400;
201811;12;28600;25499;24605;2462406;639817;0;109318;0;636817;1555;5629;12400;
201811;13;28700;30012;21408;2495676;0;0;578000;0;0;18320;5629;12400;
201811;14;29100;30049;21408;2526697;0;0;938633;0;0;8597;5629;12400;
201811;15;29500;30038;21408;2570815;0;0;918099;0;0;3801;5629;12400;
201811;16;30500;30231;21408;2686428;0;0;1005166;0;0;12294;5629;7400;
201811;17;32700;30359;21408;2911096;0;0;807102;0;0;8788;5629;7400;
201811;18;34100;30419;30419;3032043;;;;;;;5629;7400;
201811;19;33600;30408;29408;3021763;0;0;125334;0;0;6277;5629;7400;
201811;20;33200;30363;29431;2953798;0;0;163800;0;0;19963;5629;7200;
201811;21;32700;30331;25000;2903112;0;0;248467;0;0;21974;5629;7200;
201811;22;31900;29808;29008;2820577;0;0;115867;0;0;6172;5629;7200;
201811;23;29600;27824;24408;2672474;0;0;455666;0;0;39269;5629;7200;
201811;0;28800;30046;29846;2589198;751967;0;370667;0;459567;8390;5960;8498;
201811;1;27300;30008;30008;2407959;0;0;32166;0;0;9533;5960;8498;
201811;2;26100;30077;21408;2335223;0;0;556167;0;0;21812;5960;8498;
201811;3;25600;28584;21408;2265042;0;0;612000;0;0;43312;5960;8498;
201811;4;25200;5001;5001;2283825;0;0;314685;0;0;164086;5960;20000;
201811;5;26000;19117;19117;2309452;0;0;578017;0;0;116010;5960;20000;
201811;6;27400;27988;20808;2415266;0;0;880667;0;0;196191;5960;20000;
